molecule_id,x,y,activity,mol_weight,logP,tpsa,hbd,hba,cluster,region
M0018,-3.0273854304559493,-0.993128234699772,5.84395882885807,401.7860981091445,4.649233140428594,26.336852168013245,2,3,2,normal
M0019,-2.0168523342810003,-0.73558933760175,5.325246540511297,277.51142247492714,-0.27606797533788163,20.062249299884662,0,9,2,normal
M0020,-2.527459251042439,-0.7544078531835308,5.085269681754041,426.2889741722796,4.376732494541782,72.35799916331158,2,1,2,normal
M0021,-2.6016742999498934,-0.6340381900649675,5.16220913321867,507.944345610709,-0.39762612610114423,112.95486575506757,0,5,2,normal
M0022,-2.874511249422168,-1.054167016480183,5.246170877412486,388.43765736103006,0.5872388669078665,24.180602033589878,2,5,2,normal
M0023,-1.8276022637292835,-1.2328140716242846,6.244964406352308,366.90257307429715,4.078871216407742,98.27091277590264,1,5,2,normal
M0024,-2.5849912151378414,-1.0438450159985195,5.212514662271465,259.67754288290405,0.07695243407652463,118.77527808994238,0,9,2,normal
M0025,-2.735580302189709,-1.9280339386769165,5.793471221307721,509.13912102888946,1.481407587859819,40.16010182934453,0,4,2,normal
M0026,-2.693673452768526,-1.7959118598326982,5.1839754876695405,277.8107247151429,1.6991557996647573,37.62364817856851,2,9,2,normal
M0027,-2.2072299479456583,-1.7274847867949212,5.8260505545059855,261.0913551923087,0.4715538381392579,123.29611683446433,4,1,2,normal
M0028,-2.299005764599757,-1.548485755180815,5.634732838137052,316.4379851063334,3.2614712080159194,118.77495319401137,0,7,2,normal
M0029,-2.2729970636222063,-0.7801241753021099,5.445176735819668,267.69321715796326,4.108007896413223,84.67301195170242,2,6,2,normal
M0030,-2.2630484483456645,-1.4980134804480334,5.485733115852598,372.88181745117583,4.247450839133431,118.30398551527763,1,3,2,normal
M0031,-1.3220938195212462,-1.2079894047216644,5.270824306599714,389.34370633942035,1.0359328744193657,31.13072929093937,4,3,2,normal
M0032,-2.7235282590115384,-0.285424436217664,5.656125270518729,334.39388623771765,2.1851023657268867,67.33778215265053,2,7,2,normal
M0033,-2.7817335009893456,-1.1959451840837843,5.340755781880727,263.75933029521923,0.49043842319390896,108.53570673276475,4,6,2,normal
M0034,-2.947575000536333,-0.5943664373431023,5.071037982681463,280.1320994272912,0.4687790093008726,50.8942351188756,1,6,2,normal
M0035,-2.1612113175834775,-1.5134897240054324,5.052721848988133,353.81618205728057,-0.03247562288845529,110.27946973202633,0,1,2,normal
M0036,-1.8790652390035096,-1.1129906568271966,5.560405771202742,266.34268172316473,4.640114064845088,80.50143252689766,2,6,2,normal
M0037,-2.562671101710181,-1.5225121302008198,6.052681939743652,438.51122591467663,4.32793297163348,110.03191855378797,3,9,2,normal
M0038,-2.9620860623293903,-1.1864681917453095,5.555997064750703,305.89554621169924,3.664152279966153,75.76155654287955,4,1,2,normal
M0039,-2.9534646686301818,-0.5378305243984325,5.458476585861541,331.5593235715824,2.1059691277263743,64.14852082661811,4,5,2,normal
M0040,-2.142173966696414,-1.9500262327557918,5.60003914886089,356.4139598380863,1.9436474930712313,46.30270597743588,4,5,2,normal
M0041,-2.091210205838107,-0.7610669960497785,5.957100609597388,362.4846009286699,2.178473997094988,45.0055209722018,3,9,2,normal
M0042,-2.2012651524321427,-0.8692454187172471,5.57678387547735,250.44839107219613,2.219408081462536,110.17889726856752,1,3,2,normal
M0043,-2.866030339008782,-1.326782475633237,5.356175469208192,280.25900016964835,1.6073785081861418,34.26924176407526,2,5,2,normal
M0044,-2.372311272313304,-1.79533181991365,5.887201048520961,482.9464322100371,-0.20947100264759522,30.317882013313415,0,7,2,normal
M0045,-2.4358228049725996,-0.9603287707573718,5.650064753461565,250.3329268782152,-0.24601688278878409,41.154963802655615,2,1,2,normal
M0046,-2.379721271799043,-1.2912209899850913,6.037514597198597,387.20518606947627,4.7134982950741,41.041581374470624,1,8,2,normal
M0047,-2.0207141721284954,-0.8720280837549128,5.5641320530276674,382.1655417569462,1.892184557518103,118.77291473682797,0,8,2,normal
M0048,-2.377022448173925,-0.9879813199621064,5.071435838897825,339.93542347287223,4.719233149431133,67.82079481690549,1,7,2,normal
M0049,-2.126597540310458,-0.1190216097734964,5.021144280264017,366.4582954395414,-0.01853873373934012,138.84661488325787,2,6,2,normal
M0050,-2.4628315117811095,-1.1316455951101634,6.077824776280937,460.75690713217773,2.3264993122396014,36.465350934873484,1,7,2,normal
M0051,-2.3409843307205085,-1.5629236209420259,6.1032830022741535,477.12500067803825,0.2463035201092354,98.4247790832372,4,8,2,normal
M0052,-2.1527914757888027,-0.9013984007740261,5.43716827535109,320.29410672211753,0.5191076367596092,73.84754086415006,2,9,2,normal
M0053,-3.3014357009206163,-0.8790018238155292,5.365884437602404,337.07241906128706,-0.8196725274329273,67.15018120364888,4,4,2,normal
M0054,-2.6758191689965156,-0.2524468336177599,6.011505502284771,315.47037031764984,-0.2862801355587321,125.01010388648987,3,5,2,normal
M0055,-2.7587049598610376,-0.5406888147469817,5.1125340112847795,379.56311814878757,4.501090445775175,137.07147749940796,0,6,2,normal
M0056,-2.851382816533838,-0.8037209174677699,5.186845543365461,434.47975656787946,0.9291979488939903,124.74307505290145,1,2,2,normal
M0057,-2.651328238174676,-0.19518340982924098,5.725164378141166,311.62827637512356,2.6487752714875494,43.07608148421596,3,8,2,normal
M0058,-1.6777822788210823,-1.653819679877568,5.361888206999144,339.298650354814,1.7900847919356382,46.495750545072084,2,7,2,normal
M0059,-2.976207113631284,-1.3518633430123612,5.498207346647975,501.20384674907064,1.40270747147167,98.7288654914076,1,6,2,normal
M0060,-1.9674469049746857,-1.5096167677730388,5.442794985516421,263.1137082586787,2.1913165480764087,54.690029796583005,2,3,2,normal
M0061,-3.4255783743886927,-1.2143953917356725,5.618151092079627,374.4077934146829,0.12343366769204911,108.16701569366958,4,4,2,normal
M0062,-2.6841867664921764,-1.7571773811559699,5.992618651459801,442.12067123113,4.931623391117459,87.97047809715735,1,4,2,normal
M0063,-2.410485814192247,-0.6506669792520776,5.531704717415611,290.622583120518,3.9098472122231778,86.10905221884835,0,6,2,normal
M0064,-2.177577717752397,-1.1222224834043253,5.7253785776469,262.7909854014801,3.4496877963890915,119.42563098065429,1,8,2,normal
M0065,-2.1088253811139297,-1.808943461976462,4.782439764639142,287.3154503424033,1.8125557820837148,105.26393260912134,4,7,2,normal
M0066,-2.063659020640041,-1.558568494664148,5.482948559324459,498.0822622532844,-0.08273726724198416,23.189331799675003,3,9,2,normal
M0067,-2.691798789736641,-0.8275673839023926,5.2048694053974955,252.5001410917033,4.523995149641407,25.935096457521883,4,9,2,normal
M0068,-2.754293485965512,-0.5390303876580904,5.07341542885173,300.846933199065,1.0483224042903658,92.18701429472188,4,7,2,normal
M0069,-2.028113265308565,0.09820199043048272,5.192646671574937,258.446548483444,-0.6993598618183974,78.34304907467306,0,4,2,normal
M0070,-2.605217378684888,0.6026243563040314,5.383056795754716,279.86995624179485,1.054422060863772,51.22215864115897,1,6,2,normal
M0071,2.5037463982958075,1.1031430815514338,6.428929951646853,417.44030738964,3.766742182975306,70.23873047777619,0,4,0,normal
M0072,1.2704840052432398,1.6740718439203195,6.123136833814194,315.24250535955315,2.7362524699292488,110.94923824794326,0,6,0,normal
M0073,2.0168473209269298,1.4464923708725808,5.655374349997439,403.68725361628276,3.505031508469158,119.1933781589516,4,8,0,normal
M0074,1.7337068116665317,2.651242569911827,5.545198921745861,409.35275334685406,3.7618123031742643,87.3467681468053,4,4,0,normal
M0075,1.8197797981009216,2.3653451963613836,5.911473732506692,479.34753993424033,0.2717276664832555,66.24433770285236,0,5,0,normal
M0076,2.5515168039175324,1.7122156039060754,5.474203947716606,251.28017608620596,4.542699896559081,52.48361137941284,3,1,0,normal
M0077,2.2959634903521593,1.0803185346678779,5.665100902911197,480.409754022439,1.6279376175222353,82.63021649231041,2,7,0,normal
M0078,2.7355689590935093,0.8881736904091201,6.009203315042936,417.16215333528294,2.834081895584988,57.76995422772572,0,5,0,normal
M0079,1.9150218764125548,2.155128624198876,6.304359212637344,293.94074124833855,-0.986147364479548,87.69141644566675,4,5,0,normal
M0080,1.6172315635811132,1.6445120738309262,6.113066515278554,458.6930947965267,4.960210990467068,101.19828590115652,4,5,0,normal
M0081,1.8768776507157252,1.764078871865386,5.098048671990665,480.98271628345816,0.6853783157849307,27.92950531032738,2,2,0,normal
M0082,2.133373235199172,0.540477707164194,6.006528355160591,318.6511406136225,-0.6276213607590686,20.128095802729668,3,6,0,normal
M0083,2.097115347149541,2.0100911648569992,5.925211750631402,498.0742938437238,1.7495722492190837,45.473256660889156,1,7,0,normal
M0084,1.4035865602716484,1.7499311860178997,6.044861599880443,372.7035061806376,-0.22581965690774952,127.34137972625372,3,4,0,normal
M0085,2.0497693798953307,0.8892631235720371,6.4656733885779225,412.92460266999683,-0.08603973905454576,97.5548915874271,2,2,0,normal
M0086,2.125525581576398,1.2406613559025281,5.177866603118341,515.8553740767638,2.793696878181261,40.63524223244274,4,4,0,normal
M0087,3.384610720643656,1.6450444623960858,5.693113801183113,347.6147412325838,1.3575643494213994,126.83167541883425,0,2,0,normal
M0088,3.0322645362049188,1.528856739095934,6.106817212977674,469.55302337143047,4.531114700929971,76.3947128344808,0,4,0,normal
M0089,1.5307161571926489,1.3393058478080446,5.346441960191121,335.9677618136841,0.9149389676484203,77.13101080143929,4,6,0,normal
M0090,1.8419391511479533,1.4430814525637214,6.416582166818729,465.7876510052026,3.3570807703034067,132.26503326111862,1,2,0,normal
M0091,1.195106898989648,1.361412441986213,6.028924814445231,412.19815809291345,1.7665965809294457,27.1384030620008,1,7,0,normal
M0092,1.6751111423200824,1.5839093816563576,6.196304395045192,308.4160377108584,2.959707806775673,45.82139295544622,3,3,0,normal
M0093,2.173582751974687,2.3093205851462364,5.7001697184673725,361.7870453230938,2.5981721402959423,90.29255901856669,0,9,0,normal
M0094,2.6632194914885288,0.08833785748778622,6.184817291488174,335.76162127816167,1.8367038365539892,43.45838114984049,2,7,0,normal
M0095,1.5990038892410152,1.3697323545196736,6.273965044596164,271.08926613169825,4.700366567746623,101.54324110507494,1,3,0,normal
M0096,1.6402194579627118,1.5970818317548459,5.981507307048009,258.05538792691834,1.0562818565297354,45.69107472040642,0,6,0,normal
M0097,0.8189910336437398,1.6627966943279047,5.982040312444544,343.54923695993887,0.06341300749563539,31.89883647185772,4,1,0,normal
M0098,1.9105337437003007,1.2954469802732906,5.9946201337486045,255.13921991072138,3.06856436527897,44.83821915690077,0,1,0,normal
M0099,1.4156720734772401,0.5338030196367795,5.597829157341216,294.68169454707925,4.076045367847453,70.72808411264747,0,9,0,normal
M0100,1.7088083149486595,1.6803975160427602,5.848364961915877,445.79949662973456,-0.7584775603604574,41.136595900769585,3,8,0,normal
M0101,1.5177265720078266,2.450042617790302,5.846617113641675,441.18463363456874,1.6977961305360836,36.16304299080168,4,2,0,normal
M0102,1.9481555951610936,0.6563762272961242,6.034187852523724,449.4167043434933,4.3549261381239575,123.2338263462729,0,3,0,normal
M0103,1.0332493847538529,1.9751054075340035,6.249938486418603,335.6313562050943,3.497711713537205,58.44766443167694,3,2,0,normal
M0104,1.193125115034955,1.3193111272824083,5.529512371307558,490.3052534217778,4.95084629898577,63.29104238219043,2,4,0,normal
M0105,3.171085911615564,1.466271609794134,5.856246839388148,410.3342479676809,2.1884828695834626,26.632449140147315,4,3,0,normal
M0106,1.291917580299283,0.920905819112828,6.418509441680641,284.02711227158915,2.9599743128069074,62.8843548202465,0,3,0,normal
M0107,1.3967679318499482,1.3160491052042678,5.639744119915603,288.80403859299423,0.8148816868275688,51.77686127858956,4,5,0,normal
M0108,3.010302440576723,2.2150245270844273,5.612212493948388,437.1357652710194,4.685213597995954,93.25820808101463,3,2,0,normal
M0109,3.597786943082224,1.8204603830932389,5.970807167140918,296.69486283936106,1.1980129313392176,44.6468357206888,4,8,0,normal
M0110,1.3556383541460622,2.4527713829754694,6.195534816669863,386.96902942715167,3.4310642761197716,126.60385436754086,1,7,0,normal
M0111,1.797463073766583,2.1475765389377317,5.903999119446231,517.7791085007518,1.4188412247144915,131.5599945103466,4,7,0,normal
M0112,2.1878555530172803,1.741497673411267,6.365136206652947,251.08205327800167,2.370913580377996,31.97972686121482,3,2,0,normal
M0113,2.950783704423076,2.4591639893922856,6.199877893898285,254.47654651234038,3.3186952101292775,32.88835475462926,0,7,0,normal
M0114,1.4572286068644693,1.7414462373060644,6.194637023411522,518.1328371212368,2.0536049105081258,33.83917257331856,4,8,0,normal
M0115,1.8650971847318396,1.9553934972383824,6.093940775463433,407.8524852162247,4.442517961457051,94.34831075723744,3,2,0,normal
M0116,2.4275356668339594,1.3368859755559104,6.71467858512113,284.26569338999855,1.5158059275668614,34.636275705154745,1,7,0,normal
M0117,2.23912134095664,1.5366001987225626,5.828193408896885,492.2715939336053,2.882430788859951,122.28587815163196,2,4,0,normal
M0118,1.7931141608234453,1.1164168971848478,5.1987671977767205,487.7026810344769,1.0541745998003247,110.5125817925471,1,8,0,normal
M0119,1.9263973695161773,2.0442711640271694,6.461489026531,394.7741115400713,1.448940009386078,118.37706298856288,2,5,0,normal
M0120,1.24380730539651,0.8519330072868239,5.739805199165112,417.88384806240424,1.6403006494013144,83.1272632263225,4,8,0,normal
M0121,1.8690044408139341,1.9302926883297138,5.937758155520062,323.7605417052366,-0.24515789012628852,139.6012653822984,4,2,0,normal
M0122,1.8534868804950746,1.3951419183721623,6.358342739701185,263.6403180204414,-0.44965792564595986,25.301012353299352,1,4,0,normal
M0123,2.1276934392944407,2.1441859014070257,5.339209160629377,410.53325440053334,3.0049395388805475,68.1517957023336,4,3,0,normal
M0124,1.6945700296495412,1.912977943802193,5.461923475062852,329.583902164746,2.933106430058314,58.872400272516344,2,3,0,normal
M0125,2.2593461873998266,2.501355386705741,5.339552722008402,429.17768259829506,2.9774582852605715,133.83745984551692,3,3,0,normal
M0126,2.5569936998009055,1.9019260801262547,5.622052298491102,475.78619774750234,-0.88140132794385,89.22331501971115,3,4,0,normal
M0127,2.085486130217656,0.6353778593907176,6.053872812105948,254.9033468568783,0.9592810560306795,116.74291585336702,2,2,0,normal
M0128,2.193466024619562,1.4631757549059896,6.08346574498447,410.8427191651464,0.18685908355518155,40.44094323902226,2,7,0,normal
M0129,2.029235441167827,0.8553960440728512,5.996695962764994,312.44574571545013,3.668908535264074,137.43609726805266,2,5,0,normal
M0130,2.000046416200278,1.2149460866985489,5.4055319406376725,485.9498944340264,4.163782408376781,79.83674562515782,4,8,0,normal
M0131,-1.2705568901479543,-2.604084387515023,6.679850451556068,318.4894167716937,0.480082263356884,79.24064915247749,1,7,1,normal
M0132,0.029894471964710248,-2.3192358987446355,6.428285992533031,414.9079359735629,3.0070949530879183,136.50616742548854,1,2,1,normal
M0133,-0.25947681850108467,-2.300942980339136,6.199812943255508,399.4560268241951,-0.22382317925035333,65.6878833460574,1,1,1,normal
M0134,0.25266217444413647,-1.773636089459508,6.458887952758044,356.9649550159972,0.65091515361028,67.70300294659916,0,4,1,normal
M0135,0.3860744944216986,-2.6885323829754086,6.191964430558755,432.9576061719444,-0.16807302259948287,90.1703243365924,1,5,1,normal
M0136,0.07603278763227506,-3.3122717992651527,6.627441493912802,445.9578013731672,0.7011245995953752,35.36631326573443,0,3,1,normal
M0137,0.41807319695671963,-1.9130276708854093,5.659007870524706,403.0732047362344,3.048419284095667,58.53027516942259,0,8,1,normal
M0138,0.12606625576328764,-2.68231849465349,6.182537421158473,454.7740040398836,4.461961461111515,43.184998693415665,3,6,1,normal
M0139,0.2915355880808067,-1.8869741554824426,5.6032158017066,515.5226105180932,0.2151344475451158,32.394017492845954,0,7,1,normal
M0140,-0.38757029457843534,-2.2891425877496414,5.776728709420478,363.20354473321737,2.252474209704315,123.93735275972242,2,1,1,normal
M0141,-0.0987862776073022,-2.57212564161184,6.777351780434868,388.9374240090933,3.2083466074605935,90.71973993529713,3,8,1,normal
M0142,0.10822685316132649,-2.308173258274538,6.61331474369009,253.36686704412756,4.717534810913394,63.040734983349346,3,2,1,normal
M0143,0.45129066147958036,-1.4269430919305353,6.048181918350323,464.9277102038022,2.660362897323043,69.04032528400555,2,5,1,normal
M0144,-0.2165576447235147,-1.3576607090204358,5.774123790385686,390.46211810241834,0.5306415861642841,71.78228044248256,0,4,1,normal
M0145,0.286641990652662,-2.461840375676972,5.2624149067554225,360.1495861973526,2.7528689414836176,95.97790185736513,4,8,1,normal
M0146,-0.14621133555345847,-2.4118951736756085,6.109776572223578,275.39943003413686,0.922946970068097,131.2123269786792,4,3,1,normal
M0147,-0.0646481920304717,-1.908067913393488,7.147145254286591,490.20723385235726,4.856770344150247,131.9335543588379,3,3,1,normal
M0148,0.4562354731132402,-2.965113568022041,6.452209495012276,356.6519548109502,1.3980568109818212,66.97903754367961,0,4,1,normal
M0149,-1.0961832040797859,-2.3168112950599595,6.1041496998826785,434.2970315164895,3.1125663245660853,59.51149515173235,0,4,1,normal
M0150,-0.7130597804411186,-2.514224566374621,6.462778073325107,290.3310222194007,-0.8606345059194491,74.12558002223061,1,2,1,normal
M0151,-0.8152019685935514,-2.3273504836983454,5.7536645764519445,509.61839997607876,1.4003686768085322,88.1521076514191,0,2,1,normal
M0152,-1.2834888659165677,-2.958352843272173,6.195936823055828,298.17927569189436,4.25064567993507,75.41814937396978,4,3,1,normal
M0153,-0.37304544208534723,-3.374262121319933,6.334817115555508,303.8763380828624,2.661364666599475,99.05040917800412,1,5,1,normal
M0154,0.41218864485025725,-3.6401408897952106,6.269864771862633,481.92537235058273,1.6636573183758578,86.52788280557164,1,4,1,normal
M0155,-0.15668623651041613,-3.114561262144284,6.576782142591528,496.39734091832145,4.615624996614356,58.48586560328913,4,4,1,normal
M0156,0.10878454506801868,-2.752271406716633,6.420625829182618,307.27980003129136,4.123906256883375,61.487696691515914,4,7,1,normal
M0157,0.5990696231909359,-2.661255372656819,6.533914106337798,376.8462398072035,0.9332940429376295,65.43113450716771,1,3,1,normal
M0158,0.7302273727472305,-1.4345228606637657,6.059069701219234,448.04362423196403,2.2672904122480375,31.356772189926645,1,9,1,normal
M0159,-0.038025864099376756,-1.891703646550986,6.614235392943692,487.15874812891644,1.938945536554776,39.927515889676776,2,7,1,normal
M0160,0.7444722392631685,-3.029150113987895,6.870127931668397,352.3442276600724,2.793215000689174,106.77365625744633,3,2,1,normal
M0161,0.05066966213876007,-2.3087603511519736,5.960447668122005,389.5952614493459,1.0046676017525336,66.69160538264961,4,3,1,normal
M0162,-0.46056902310510417,-2.723893029992679,5.989306520499904,450.2634308403284,0.4652300045953295,45.74467670721724,4,2,1,normal
M0163,-0.3269201937093044,-2.6564001109220525,6.767524517712081,447.40671369625477,4.476031011533216,87.52068926898288,4,3,1,normal
M0164,-0.814295081910759,-2.39807089282154,6.233029604656728,461.39923510704295,4.543246996991038,110.66474509681127,0,4,1,normal
M0165,-0.4884736195535089,-2.1594558856635335,6.791337487223295,403.8821310332121,4.059937314571874,50.89068348144457,1,2,1,normal
M0166,-0.19690917844093606,-2.6865921661362084,6.145112500837736,278.2460761372893,4.869226584587368,119.21478583084934,2,1,1,normal
M0167,0.4419717606582309,-1.9148816569961027,6.809265951694749,494.0727885370708,3.4699491546781314,131.30058315500594,0,4,1,normal
M0168,0.9464234071412911,-3.128066024378322,6.346020035881908,483.7045856166776,3.5880033713719977,91.68734348886089,1,7,1,normal
M0169,-0.7601998334573721,-2.4965135157007525,6.390380088162943,465.48630767094994,3.5755405517758447,100.27371907898956,0,3,1,normal
M0170,0.21605510754295543,-1.0712794503722922,6.847651307584466,276.96286883339695,1.8836457856538393,26.309118838766643,4,8,1,normal
M0171,-0.5722991665366439,-2.3773061415560988,6.17338033289454,305.1872891119859,1.73871316708563,133.46238692262878,0,4,1,normal
M0172,0.2610833986547611,-1.711732021366605,5.970607266426264,450.772098579066,0.44135765689401896,67.09816811179326,0,9,1,normal
M0173,-0.07209765787824964,-2.4496639020047355,6.143002527190076,256.24782553712555,2.868915166155743,130.8680480654516,0,3,1,normal
M0174,-1.0069982042161418,-2.1805725975686117,6.458316882725098,514.3906511009654,0.7359208166140072,89.4773029700291,0,5,1,normal
M0175,0.5105633453626665,-2.5312307569159804,5.75198432473682,351.8290636960338,0.5468504582141265,20.554255861199312,2,7,1,normal
M0176,-0.3327503920448021,-2.5937241696403124,6.523114815927892,444.2143840965224,2.5157682445763285,24.625039918812284,1,1,1,normal
M0177,-0.29364513110545504,-2.928715318198981,6.11143003883379,489.6441938917717,1.4598943293502593,101.65025668039064,4,9,1,normal
M0178,-0.5883638262093295,-2.2633342525733458,6.701734431256747,356.55006980052224,0.3131396527677932,87.52016165983197,1,4,1,normal
M0179,-0.35985580217815555,-2.9683454540521725,5.4620088932848345,336.1657719219098,3.8963361005169865,23.18389246472892,2,5,1,normal
M0180,0.23533974238220448,-2.133928120027614,6.024701978713541,414.3601048025266,4.163419515766256,109.21519534668624,3,6,1,normal
M0181,1.8724425168212435,-3.125457081189931,8.04577165245059,406.86713091197373,0.0061971180666857695,122.25744044830181,3,6,3,hotspot
M0182,2.3455737934998258,-2.4359912131459334,8.211237685889827,360.4677939586952,-0.9549578032000008,79.570097892717,3,1,3,hotspot
M0183,2.9362162456099186,-1.9615784060836714,8.294119706687509,412.4791840842813,1.0167798111762423,75.8908928428706,1,8,3,hotspot
M0184,2.7014253560026344,-2.3896731617847724,7.983116923054984,502.5529697829536,3.7850650140845152,20.6567730601553,2,6,3,hotspot
M0185,2.6606423370785914,-1.4070819345531378,8.364897702689975,376.262869289181,4.035043197405947,114.39796549923192,4,9,3,hotspot
M0186,2.7124483207409664,-0.7014869080886033,8.013291678492346,303.12038880267045,-0.17002557930370465,59.68592800953265,4,5,3,hotspot
M0187,2.9118635323409685,-2.447138095686116,8.055926587224326,351.845615378411,3.6460154070983073,125.45163437390475,3,6,3,hotspot
M0188,2.2453051769312906,-2.260604872246856,8.67692492393117,356.408885300142,-0.3057749961434233,64.76727050696637,3,4,3,hotspot
M0189,3.188767302494478,-1.6705033974295382,7.8357948816206475,285.39934711707934,1.340375540939175,87.80934927568467,4,9,3,hotspot
M0190,3.164466283712016,-0.9138861183252085,7.355526884174678,293.9753051497298,4.991657090071495,52.441014583919305,3,8,3,hotspot
M0191,3.0117708657108553,-2.472305871896947,8.763827948254162,434.83175981629284,0.15554493938545888,39.27059751019024,4,9,3,hotspot
M0192,3.1060933935131945,-1.663030132731182,9.09226478341245,341.6589936364037,-0.0762185045342414,112.98894840575936,0,5,3,hotspot
M0193,2.9630299004447624,-0.7982856320527902,8.058155757092733,507.82256580106804,1.536801995280761,79.5908574615538,1,8,3,hotspot
M0194,3.919290316502087,-2.708467531498597,7.522106685782934,315.771121246824,2.718011155819169,84.37855085027009,0,4,3,hotspot
M0195,2.7520982059211194,-2.504588063765208,8.091330608331418,276.70961637830203,4.597404694479519,135.84991441780826,0,5,3,hotspot
M0196,2.631104229915983,-2.032983633553461,8.099821967555766,453.44623201006965,4.884926873198205,135.62958946665844,2,7,3,hotspot
M0197,2.385559830803442,-2.086323627070476,8.133526655642209,487.87973401782494,-0.5821561804516322,122.67705460428841,1,1,3,hotspot
M0198,2.2322555311821897,-1.3530692917354954,7.8103141853273526,325.0906063553017,-0.17201489591256802,42.51311513180403,2,7,3,hotspot
M0199,2.1155405168194084,-1.667087154098539,8.402846399866766,304.56378744427906,3.744427843375963,91.31272331618959,2,1,3,hotspot
M0200,2.3111614777229947,-2.7762291328031705,5.770100657223164,300.15685641519354,0.6237929136251628,125.37769095866449,3,6,1,normal
M0201,2.7611257900913606,-1.516524278404554,7.676958033063242,390.9433213689583,4.3090943570381635,64.93567237387253,4,5,3,hotspot
M0202,2.983862320673743,-2.117646388045608,5.9645600425789675,376.47249313662815,2.9807195433745206,32.132739912270196,4,5,1,normal
M0203,2.828128132203689,-1.0990540306823184,8.918439743681061,320.04875676072425,-0.32893118571593694,117.31554826879062,1,5,3,hotspot
M0204,2.3789555974136576,-2.1451731450403058,8.26018611635297,262.19674158714514,3.9951757095440428,77.8116261634606,1,5,3,hotspot
M0205,3.2951015102109795,-2.1501384057062296,8.081936193276022,380.00266188809576,0.058138280048455115,87.72712164310143,3,4,3,hotspot
M0206,3.206676969765521,-1.5023776140575078,8.150298874957366,509.01973386161427,1.5409723680779228,137.85731555814132,0,5,3,hotspot
M0207,2.7121934309178903,-1.380390434714685,8.415339868438995,426.1801842032191,2.31310957135598,92.86537165928866,2,6,3,hotspot
M0208,2.440896120434408,-1.553545349835088,7.594264938072473,383.786770289727,2.0045968944816694,70.99752627993217,2,7,3,hotspot
M0209,3.1016353564563897,-2.7270785245616445,6.269522650267039,279.88685998799633,3.1169774936909027,64.39812414166374,0,5,1,normal
M0210,2.9033854731173574,-1.504081058039462,8.063337617688015,318.1577984483886,2.916120409215531,70.11431511848548,3,6,3,hotspot
M0211,2.0035300073217237,-2.3688694284209193,8.846738754534615,329.5889663851265,4.952252033168329,34.20788998144025,1,8,3,hotspot
M0212,2.762610859208577,-1.6705981386264552,5.275442321533841,456.4969592039532,4.996531455345127,115.37006701010861,0,9,1,normal
M0213,2.9441196966409096,-2.583053939469483,8.783760663891831,486.7119152614472,2.0987564158138454,120.52602298244493,3,1,3,hotspot
M0214,2.3051678674317353,-1.554522818851315,7.813690755776297,493.4433004629384,-0.4288054782348161,54.127656148809066,0,7,3,hotspot
M0215,2.9044138660605934,-2.243629397369055,6.019423517135328,515.8335242277036,3.3670597938123104,56.45559420919329,3,3,1,normal
